Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
111,5,0.3528,3.528,144.2,0.02236,0.894962,"Q07627 Q8NDP4 Q5T681 Q8WUT4 Q01629"
112,10,0.3057,13.76,338.4,0.03696,0.999343,"Q9H0I2 Q99687 P25791 Q86W67 Q96C12 Q9BYM8 Q8WWB3 Q495M9 Q96EP0 Q5VWK0"
113,12,0.3125,20.63,160.4,0.1006,0.843839,"Q6ZVT0 P28715 Q9BRK4 P19447 Q6P1K8 P51948 Q6ZYL4 P32780 Q9H2X6 Q92759 Q13889 Q13888"
114,9,0.3105,11.18,90.08,0.09373,0.991441,"P19105 O14950 P14649 P60660 A8K855 Q7Z2Z2 Q7Z406 Q9Y3B8 Q8WXR4"
115,8,0.3302,9.245,252.1,0.03334,0.997308,"Q6PEW1 Q96BY2 Q9UL42 O15169 Q8ND90 Q86V59 Q9NXH3 P0CW24"
116,11,0.3303,18.17,91.56,0.1379,0.999848,"Q3SY84 P04264 P19013 Q14CN4 P04259 Q5XKE5 P13647 Q2M2I5 P13646 Q7Z3Z0 Q7Z3Y7"
117,4,0.3228,1.937,28.37,0.05057,0.992931,"Q9NUB4 Q9NY59 O94919 Q86UB9"
118,7,0.3396,7.132,213.7,0.03037,0.999299,"Q9UBB9 Q9HC52 O94929 O15231 Q4LEZ3 Q86XR8 P28908"
119,8,0.3354,9.391,174.8,0.04690,0.999679,"O95684 Q9H9T3 Q9NS23 P53804 Q8N9N2 Q96SB8 Q9UPZ3 Q5FWF5"
120,5,0.3017,3.017,94.01,0.02819,0.952654,"O43765 Q9HCQ7 Q02747 Q9UBC7 P50876"
121,3,0.5498,1.649,12.64,0.08127,0.985452,"P41222 P02763 P19652"
122,28,0.3024,114.3,659.2,0.1378,0.999971,"Q9UPN4 O95684 Q49A88 Q86SQ7 Q9UPS8 Q5SW79 Q9P209 Q9C099 Q96SN8 O75665 Q8N960 Q86YT6 Q9BR77 P13861 Q2KHM9 Q1MSJ5 Q9Y2D8 Q9C0D2 P22694 Q969Q6 Q6EMB2 Q96DN5 Q5T9S5 Q96KV7 Q96NB1 Q9Y6R9 Q96RK4 Q4AC94"
123,11,0.3084,16.96,419.4,0.03701,0.998739,"Q8N6G5 O60704 P43681 Q8WWF1 Q2HXU8 Q5VSG8 Q9NX62 Q9H4F1 Q76KP1 Q00973 Q0P6H9"
124,4,0.3123,1.874,34.10,0.04262,0.992931,"P22304 P08236 Q9UMR5 O75356"
125,7,0.3652,7.669,35.81,0.1334,0.985079,"Q9P2L0 Q9HBG6 Q96FT9 Q96RY7 Q8NEZ3 Q86VG3 O00295"
126,23,0.5039,127.5,223.9,0.3208,0.0358142,"Q9UKZ1 Q8N443 Q9C0C2 A5YKK6 Q9NZN8 O75175 Q9BXU3 P60321 O75293 Q9H9A5 Q96PS1 P09237 Q9UIV1 P50616 Q92600 Q96LI5 Q9ULM6 Q5W0B1 Q9UFF9 Q14201 A6NDY0 Q8WY41 Q14106"
127,4,0.3496,2.097,108.1,0.01774,0.764757,"O95831 Q86YL5 Q6UW78 Q5H9R4"
128,4,0.3375,2.025,42.38,0.03865,0.992931,"Q9NS25 Q9BRT8 Q8NBA8 P20718"
129,25,0.3002,90.06,1413,0.05797,1.00000,"Q8WXH0 O75381 P37198 Q5T8D3 Q66GS9 Q13561 P08727 Q9P0V9 Q96GS4 O95613 O14777 Q9Y4F5 Q5T5Y3 Q9NS87 Q8IUD2 O60826 Q99550 Q92540 Q8N137 Q15154 P05783 Q8N4C6 Q99567 Q99666 Q9BV73"
130,21,0.3026,63.54,361.5,0.1361,0.995554,"Q9BXL8 Q14738 Q9BWN1 Q14140 Q66LE6 Q13362 P67775 P62714 Q9NUC0 A2A3K4 P60510 Q9Y570 P56704 P30154 P63151 Q8TF05 Q9NVR7 Q8NC26 Q9NYR8 Q9Y2T4 O43638"
131,6,0.3522,5.283,29.11,0.1139,0.712413,"Q00535 O43427 Q8TDN4 Q5MJ70 Q6ZMN8 Q8NFP4"
132,14,0.3035,27.62,413.1,0.05893,0.999971,"Q86XF0 P16234 Q16635 P31997 P06276 Q9P2K2 Q9NYU1 Q9BXJ2 P19021 Q8NBL1 P10253 O94772 P55058 O75356"
133,45,0.2822,279.4,1462,0.1526,1.00000,"Q05519 Q9Y383 Q96DU9 Q14498 Q15287 Q6ZUT1 Q9NQ29 Q9NYF8 P30414 Q8N2M8 Q08170 Q8TAD8 A7MD48 Q9Y2W1 Q07955 Q13595 Q6PJT7 Q86VM9 Q9Y3X0 Q9UKV3 P78362 Q9UKJ3 Q9H307 P49761 O15234 P62995 Q9BRL6 Q8WXF0 O75494 P49760 P08621 P26368 P49759 Q96MU7 Q9P127 Q13427 O60812 O00422 Q9UQ35 Q7Z6E9 O75152 Q8WXA9 Q9NWB6 Q9NYS7 P04553"
134,4,0.3204,1.922,102.0,0.01718,0.992931,"O60506 Q7Z2E3 P0CG31 Q9NZH4"
135,4,0.3836,2.302,37.17,0.04848,0.984809,"Q9NPC4 Q5VXJ0 Q5VST6 O15544"
136,8,0.3148,8.814,119.6,0.06103,0.997308,"Q9H2S6 O60238 Q9BSE2 Q12983 Q86WK6 Q9BXN2 P78383 Q07075"
137,12,0.3398,22.43,137.4,0.1220,0.979798,"Q9NQC1 Q9UNL4 Q9HAF1 Q8IVL1 O95696 Q9ULD4 Q92613 Q8WYH8 P55201 O95251 Q6IE81 Q8WYB5"
138,6,0.3546,5.318,151.7,0.03146,0.984681,"P09382 Q58EX2 Q92854 O95136 P19320 O75071"
139,42,0.2758,237.4,519.5,0.2823,0.648104,"O95167 O96000 O75380 O95182 P17568 Q8N0U4 Q16795 O43678 Q9NX14 O95298 P19404 P56181 P51970 Q9P032 O95169 Q9UI09 P28331 O00217 Q9Y6M9 O75489 O43920 O43674 O95168 O75306 P03905 O43181 O43676 O95139 O75251 P49821 Q9P0J0 P56556 Q9H6D8 P19526 P51589 O15239 O75438 P03886 P03915 Q9UPC5 Q8IUX1 P03891"
140,6,0.3288,4.931,113.0,0.03794,0.998474,"Q8TBP5 Q66K74 P25445 Q2VPK5 Q9BPY3 O60701"
141,12,0.2929,19.33,94.96,0.1398,0.999550,"O43747 P56377 P61966 O75843 Q96N06 Q96PC3 Q9Y6Q5 Q6ULP2 Q9P2D3 Q9UMZ2 Q6PD74 Q6S5H5"
142,10,0.3219,14.49,162.8,0.07343,0.992990,"Q04206 Q8IZ13 P19838 Q04864 Q00653 Q9NWT6 P25963 Q15653 Q01201 O00221"
143,6,0.3255,4.882,149.8,0.02928,0.851023,"P30153 Q53GT1 P00367 Q9Y534 P49448 Q4G163"
144,4,0.3295,1.977,26.18,0.05468,0.984809,"Q00978 P42224 P52630 Q9Y234"
145,6,0.3090,4.635,135.0,0.03057,0.997463,"Q9NYW8 Q7Z7K2 Q96JC4 P58317 Q8IYN0 O75437"
146,5,0.3026,3.026,123.7,0.02214,0.996692,"P56589 Q00534 P42771 Q9Y606 P24385"
147,6,0.3453,5.179,105.0,0.04238,0.993467,"Q86VR2 Q15208 Q70IA6 Q9H492 Q7L9L4 Q9Y2H1"
148,12,0.3160,20.86,129.2,0.1198,0.998225,"P01100 P15407 P55198 P53539 P53567 P15336 Q9NR55 P17535 P05412 Q9UBP9 P17544 Q8N5I3"
149,8,0.3108,8.703,241.3,0.03272,0.999530,"O00463 Q68D86 Q674X7 P25786 Q9UHP6 Q9Y250 P62699 Q96LW4"
150,8,0.3124,8.746,179.4,0.04285,0.993206,"Q8N3L3 P40222 Q96M91 Q8TD31 Q05D60 Q8N4P3 Q13287 Q6ZSJ8"
151,5,0.3065,3.065,152.2,0.01855,0.996692,"Q9P2R3 Q5T1M5 Q96PC3 Q63HQ0 Q96S38"
152,7,0.3113,6.536,170.7,0.03418,0.998353,"P10147 Q15198 P06276 Q5VSG8 Q9Y278 Q14766 Q08397"
153,11,0.3183,17.50,324.9,0.04803,0.821033,"O95831 Q9H9B4 Q99623 Q96EX1 Q9NVH0 P36551 Q69YU5 Q7KZN9 P49753 O94826 P83111"
154,7,0.3289,6.906,169.8,0.03620,0.989275,"Q13077 Q5H9K5 Q9H8Y8 Q13191 Q9H596 Q13115 O43781"
155,8,0.3008,8.421,83.14,0.07829,0.997308,"O75920 Q92747 Q9NTJ3 Q15003 Q9BPX3 O95347 Q15021 Q9C000"
156,20,0.2876,54.65,217.3,0.1752,0.984241,"Q9HAH7 Q8IY57 Q86SE9 P61962 Q9BYE7 Q8N488 P78364 Q3KNV8 Q8WXX7 Q99496 Q06587 Q9HCM7 Q8IXK0 P35227 O95931 Q8NDX5 P35226 Q9HD64 Q8TDQ1 Q68DX3"
157,5,0.3015,3.015,58.80,0.04198,0.981643,"Q8N3L3 Q9NZ72 Q86XE0 Q8NEH6 P41226"
158,5,0.3754,3.754,37.34,0.07348,0.989214,"P23025 P07992 P12757 Q92889 Q8IY92"
159,6,0.3133,4.700,157.5,0.02698,0.997463,"Q9NZD8 Q2NL98 O14556 O15049 P51504 Q6NVH7"
160,12,0.3031,20.00,242.5,0.06981,0.998225,"Q8NAF0 Q07021 P84090 Q96JP5 Q6ZN30 Q86U06 Q8NFW8 Q9Y3Y2 O14836 Q8WYQ3 O75596 Q5T1J5"
161,11,0.3059,16.82,297.3,0.05006,0.998436,"Q53RY4 Q92633 Q9H8X2 Q8TBR4 O95858 Q08722 Q8IUH4 Q9NUE0 Q96B77 Q8NHS3 Q9ULV1"
162,11,0.3046,16.75,175.2,0.07829,0.925719,"P23511 Q13952 P54253 Q14119 Q7Z3K3 Q8N9N5 P15822 Q6ZVD7 Q96RD6 P0C7A2 Q9BQI9"
163,6,0.3129,4.694,149.3,0.02827,0.998474,"Q8NBJ9 Q06547 P37840 Q9BYB4 Q8NHM4 Q86WS5"
164,5,0.3081,3.081,105.9,0.02589,0.996692,"Q9BTD3 P07766 Q8NC74 O43639 Q99743"
165,5,0.3185,3.185,44.38,0.05533,0.981643,"Q9UBS3 P34096 Q7Z4J2 Q9NZM6 Q9H112"
166,6,0.3587,5.380,106.5,0.04343,0.993467,"Q15208 Q70IA6 Q2M329 Q7L9L4 Q9Y2H1 P53814"
167,30,0.2757,119.9,582.0,0.1574,0.997786,"A5D8V6 Q8IUC2 Q9Y2Y4 Q9H0E2 Q96K80 P14859 Q92567 P15822 P86481 P86496 P86480 P86479 P86478 Q6NXG1 Q93062 Q8N7U7 P19801 O75593 Q6ZRY4 Q15038 Q13351 O75909 Q01085 Q9BZC1 Q8NDC0 Q9BTD8 Q9BQY4 Q6RSH7 Q8IZ20 Q9NUK0"
168,6,0.3081,4.622,140.2,0.02948,0.967224,"O75771 Q96N21 Q6P1L6 P55771 Q9BWW8 Q6ZMQ8"
169,6,0.3073,4.609,46.93,0.07255,0.998474,"Q15116 Q9BV35 Q6KCM7 Q8N695 Q9Y2H1 Q96A46"
170,7,0.3290,6.909,134.6,0.04444,0.937399,"Q86YD7 Q15059 P36508 O00505 Q92731 Q8NA19 O14529"
171,5,0.3021,3.021,118.5,0.02298,0.993907,"O60341 Q96M89 Q86SG2 Q16236 Q86WH2"
172,5,0.3487,3.487,16.13,0.1178,0.734565,"P31152 Q16659 Q8IW41 P17035 Q9BSK1"
173,8,0.3480,9.744,52.17,0.1251,0.988026,"Q16671 P51812 Q15349 Q15418 Q9Y3Q7 Q9H0H3 Q6NXR0 Q16816"
174,8,0.3056,8.557,196.1,0.03879,0.984338,"O95070 Q9NPL8 Q6TCH4 Q8TED1 Q9NX47 Q8NHU3 Q8N130 P50876"
175,10,0.3018,13.58,70.50,0.1305,0.973049,"P15735 O15442 Q96BW1 Q86XI6 P46019 P46020 P10589 Q9HA47 Q93100 Q16816"
176,7,0.3044,6.392,94.83,0.05548,0.989275,"P37173 Q13705 Q8TCQ1 Q9NZ56 P09529 Q13873 P27037"
177,4,0.3193,1.916,89.29,0.01931,0.903035,"P35241 Q9Y6F6 Q96NA2 Q9UMX3"
178,5,0.3227,3.227,89.72,0.03134,0.894962,"Q96D03 Q8IWB6 Q7Z7H3 Q86UV7 P50583"
179,3,0.3927,1.178,20.40,0.04272,0.985452,"E9PQX1 Q9HAV5 P09693"
180,19,0.3115,53.26,346.9,0.1215,0.989455,"P23258 Q9Y5B8 Q99590 Q9UFC0 O95881 Q96CW5 Q9BSJ2 Q08380 Q08AG7 Q8WWM9 Q6NZ67 Q9UGJ1 Q96RT8 Q6P582 Q96RT7 Q9NRH3 Q9NP99 Q9NRC8 Q9BUF5"
181,5,0.3000,3.000,26.90,0.07519,0.981643,"Q9BY43 Q9UIW0 Q96GS6 P48431 Q8NGT1"
182,4,0.3351,2.011,90.37,0.02003,0.992931,"O15160 Q96LM5 Q9H4Y5 Q9H1A7"
183,5,0.3136,3.136,110.1,0.02544,0.989214,"Q9UGI0 P19544 P35590 Q12774 Q96NL3"
184,6,0.3169,4.754,51.75,0.06940,0.995880,"P26678 Q9Y3P8 Q9NWC5 Q8TBJ4 Q9GZW8 Q15849"
185,39,0.3001,222.3,1257,0.1428,1.00000,"P07910 Q659C4 Q8IUH3 Q96DU9 Q15434 Q13595 Q9ULR5 Q9HCE1 O15234 Q96MU7 O60306 Q96E39 O60812 Q5BKZ1 P79522 O15504 Q9UKM9 Q92615 O75152 Q96SI9 Q12926 Q1KMD3 Q9NZB2 Q8IYD1 O95758 Q9UHC7 Q9H000 Q92900 P0CB38 Q9Y6M1 Q14671 Q8TB72 Q9H074 Q9NUD5 Q6PKG0 Q9H814 Q8IUX4 Q9BQQ7 Q4VXU2"
186,19,0.4248,72.64,225.2,0.2163,0.923719,"Q9P2B7 P30260 Q9UJX3 Q96DE5 Q9UJX4 Q9UJX5 Q9H1A4 Q8NHZ8 Q9UM11 Q9BS18 Q9H6Y5 O95922 Q6PH81 Q9UKT4 P51955 Q9UM13 P01210 Q6ZSR9 Q9UKI9"
187,6,0.3100,4.650,132.1,0.03125,0.995880,"O43482 Q3LI70 Q9ULV5 Q9H1P6 A8MUP2 Q8N4L8"
188,20,0.3116,59.20,242.6,0.1732,0.997840,"Q9HAH7 Q8IY57 Q86SE9 P61962 Q9BYE7 Q8N488 P78364 Q3KNV8 Q8WXX7 Q99496 Q06587 Q9HCM7 Q8IXK0 Q8NHM5 P35227 O95931 Q8NDX5 Q8TE76 P35226 Q9BSM1"
189,13,0.3143,24.52,235.2,0.08582,0.999940,"P00441 P35270 P14174 Q9Y3C8 Q14061 O00244 P22061 P54819 P61960 P40121 P50238 P30566 O14618"
190,9,0.3194,11.50,196.4,0.05089,0.995964,"Q96FJ2 O14867 O75330 Q9H4H8 P48729 O43313 Q9P260 Q9P266 Q8N752"
191,4,0.3426,2.056,99.88,0.01870,0.992931,"Q96G97 Q8NBU5 Q96HV5 P23416"
192,6,0.3132,4.699,133.0,0.03139,0.998474,"O00463 Q96PC2 Q8TBB0 Q8N720 Q8IYX8 Q13541"
193,12,0.3052,20.14,150.7,0.1034,0.996370,"Q9UKD1 Q9H825 P16871 P40939 P31431 P09038 P18827 P08620 Q9Y692 P34741 Q13268 Q8IYR6"
194,27,0.3000,105.3,534.0,0.1519,0.999730,"P10599 P36969 P49773 P61604 P37802 Q01469 Q9UI15 P62942 P22392 P29401 Q99714 P26038 Q01995 P26885 P18669 P23284 P06733 P15374 P04179 P09104 P04075 P04040 P13929 P15121 P12955 P02689 O15540"
195,5,0.3281,3.281,106.2,0.02745,0.993907,"P78424 Q9UKD1 P22105 Q8TF68 Q9NQU5"
196,8,0.3469,9.713,79.37,0.09243,0.958439,"P98179 P38159 Q15415 Q8IVS2 Q9NX76 P0DJD3 A6NEQ0 P32754"
197,5,0.3199,3.199,116.4,0.02469,0.952654,"Q9NU19 Q8TF47 P40121 Q02413 Q15782"
198,8,0.3146,8.809,164.7,0.04647,0.999026,"Q8N3L3 Q9NZ72 Q96MT8 Q05D60 Q8N6Y0 O94868 Q8NEH6 Q8IYD9"
199,4,0.3643,2.186,38.10,0.04526,0.992931,"Q99437 O95452 Q9BZJ8 Q86Y34"
200,5,0.3283,3.283,105.3,0.02768,0.989214,"P68400 Q9NQ69 Q9BQK8 Q68DV7 Q92539"
201,6,0.3080,4.620,178.7,0.02366,0.993467,"Q7RTS6 Q96Q45 Q9Y666 P41143 Q7Z5S9 Q9HBX9"
202,6,0.3273,4.909,100.2,0.04193,0.935897,"P02585 P62736 P48552 Q96M60 Q8IV56 Q8WU49"
203,18,0.2871,43.93,206.4,0.1534,0.997183,"Q8NEY4 Q13488 Q9Y485 Q9HBG4 Q9Y487 O95670 O75348 P21281 Q9Y5K8 Q15904 P36543 Q96A05 P21283 Q16864 P15313 Q9Y4E6 A0PJX2 Q8NI08"
204,16,0.3003,36.03,486.0,0.06504,0.999982,"O95678 O76015 P61968 Q9BQ89 Q8TAB5 Q6KB66 O43790 Q7RTS7 Q01546 P04259 P17661 P19012 P08779 Q14525 P18847 Q6A163"
205,4,0.3508,2.105,25.19,0.05964,0.992931,"O75608 P31277 Q9NQR4 Q99497"
206,9,0.3034,10.92,182.4,0.05169,0.973971,"Q8N4C9 P23634 Q01814 P30556 Q16720 Q8NHJ6 O43614 O14756 P20813"
207,13,0.3039,23.71,155.5,0.1155,0.999834,"P35638 P01100 P15407 P55198 P53539 P53567 P15336 Q9NR55 P17535 P05412 P26022 P17544 P14651"
208,4,0.3360,2.016,21.04,0.06491,0.992931,"Q6Q788 Q96CM8 Q8IZV5 Q9BQE4"
209,6,0.3357,5.035,133.1,0.03353,0.995880,"Q9NZC7 Q6NUJ2 Q16348 P52742 P55771 Q9NPC6"
210,6,0.3039,4.559,109.6,0.03613,0.977336,"Q13895 P32519 Q86W67 Q8WZ60 Q96MT3 Q495M9"
211,5,0.3060,3.060,68.22,0.03765,0.996692,"Q9GZV8 O75081 Q8WZ74 O43439 P42681"
212,6,0.3082,4.623,145.7,0.02848,0.989880,"A4D1S0 P62987 O43173 P19883 Q8N441 P54762"
213,12,0.3036,20.04,319.8,0.05507,0.986885,"P63208 Q9H4M3 Q9UK99 Q9Y297 Q13616 Q9UKT8 P62877 Q7Z6M2 Q9Y4X5 Q9Y3I1 Q6P050 Q9H469"
214,5,0.3366,3.366,93.79,0.03141,0.928164,"P11908 O95999 Q9H0K6 Q8IXJ9 Q8WWH5"
215,4,0.3270,1.962,87.69,0.02009,0.843839,"Q9NX40 O95671 Q00597 Q8N1V2"
216,5,0.3112,3.112,98.11,0.02798,0.993907,"Q9BW62 P06703 O75943 Q96DB5 P23919"
217,4,0.3304,1.983,87.26,0.02039,0.992931,"P17931 Q9NPD5 Q7Z5N4 Q6PXP3"
218,5,0.3291,3.291,92.48,0.03111,0.996692,"Q96EH3 P31327 Q8TF47 Q6UWL6 Q96DR7"
219,7,0.3021,6.345,176.0,0.03232,0.998917,"P51116 Q96EZ8 O75716 Q7RTU4 P51114 O60759 Q7Z3K6"
220,4,0.3301,1.981,82.99,0.02130,0.992931,"P46379 Q8N726 Q9NZH4 Q9NP74"
221,5,0.3266,3.266,33.47,0.06989,0.996692,"Q9BTY2 O96014 Q16649 Q13286 Q9UFH2"
222,14,0.3002,27.31,473.8,0.05163,0.999991,"Q96IW7 P60201 O43315 P30301 A2RU14 Q9GZY8 Q8TAF8 Q4LDR2 Q99437 O95452 Q9BZJ8 Q4KMG9 Q86Y34 O00501"
223,6,0.3524,5.286,22.45,0.1330,0.913257,"Q15208 Q70IA6 Q9NRM7 Q7L9L4 Q9Y2H1 Q99518"
224,28,0.3009,113.7,1605,0.06410,1.00000,"Q8TAP4 Q9UJV3 Q9HC98 Q68D86 Q3SY00 Q9H257 Q63ZY3 Q96SQ5 Q9UBB9 Q9BYV2 Q9UKT9 Q9H0I2 P61968 Q9UGI0 P25791 Q96HB5 P55040 Q14005 Q9H2G9 P0C7X2 Q9Y250 P15173 Q5JST6 Q8IYA8 P56545 Q9HAZ2 Q8NEA6 P57682"
225,6,0.3104,4.656,115.4,0.03526,0.998474,"Q96T60 Q9P2M1 Q8IVW4 P23508 O94972 Q9P2F5"
226,4,0.3655,2.193,27.97,0.05748,0.992931,"Q9UHG3 Q9Y227 Q6NUM6 Q9NR63"
227,39,0.2563,189.9,628.9,0.2118,0.874773,"P62306 Q7L2J0 P62318 P62316 P62304 P62314 P14678 Q9Y4Y9 Q9BRS2 O43395 Q15020 P62308 O14744 Q9UK45 Q16560 Q9H6E5 Q9P0M2 P63162 Q9NQ92 P54105 Q9H7X2 Q9Y333 P62310 O75554 O15116 P62312 Q9NWZ8 Q9Y4Z0 Q6IEG0 O95777 Q9BQA1 Q96DC7 Q96LT9 Q14011 Q96A00 Q8IYT2 Q8N8D1 Q969L4 Q6ZUT3"
228,5,0.3021,3.021,50.93,0.04724,0.993907,"Q9Y6X1 Q07011 O75712 A2A2Y4 O94778"
229,4,0.3582,2.149,89.84,0.02150,0.992931,"Q9UJX2 P17014 Q9NYK6 Q96P63"
230,5,0.3137,3.137,90.14,0.03038,0.952654,"P04271 Q9Y5N6 Q9H611 Q9C0I1 Q13015"
231,28,0.4165,157.4,368.3,0.2706,0.412460,"O95602 Q9BT43 P19388 Q9BUI4 P61218 P30876 Q9HCN4 P36954 Q9UHW5 P62875 O75575 Q9H9Y4 P53803 P52434 Q9Y2Y1 P0DPB6 P0DPB5 Q9Y535 Q9H9Y6 O14802 Q9NVU0 Q9NW08 P05423 Q9NYV6 O15318 Q9H1D9 Q9P1U0 Q3B726"
232,8,0.3243,9.079,212.0,0.03829,0.994959,"P25800 Q8TBB0 Q13360 P20618 P0C7X2 O43679 Q9HBZ2 Q7Z591"
233,37,0.3210,213.8,596.7,0.2417,0.731124,"Q9Y4A5 Q15014 Q9UBU8 Q6ZRS2 Q9NPF5 Q15906 Q9GZN1 O95619 O43257 Q9H0E9 Q6PIV2 Q92993 Q9NV56 Q9HAF1 Q9BTT0 Q96L91 P0C0S5 Q9ULD4 O94805 Q9Y230 Q8WYH8 Q96A08 Q8N257 P12524 Q9NXR8 Q6PJQ5 Q9Y265 Q52LR7 O96019 Q05BQ5 P39687 Q8WYB5 Q9HBJ0 Q86VZ6 Q9H2F5 Q6ZTU2 Q13219"
234,4,0.3272,1.963,63.17,0.02685,0.667497,"Q96JN2 Q99728 Q9UIE0 Q96AA8"
235,9,0.3085,11.11,206.5,0.04714,0.998216,"P18825 Q3LI70 Q96A09 Q9BQD7 Q13064 Q3V5L5 P15976 Q9NW38 Q4VC39"
236,14,0.3045,27.71,136.8,0.1439,0.992073,"Q96KJ9 P07919 Q9UHF3 O14949 Q9H7Z7 Q969S8 P14927 P12074 P09669 P31930 O14668 O14548 P00156 Q9UDW1"
237,4,0.3436,2.062,85.80,0.02151,0.984809,"P43361 O15194 Q15526 Q9Y6N1"
238,10,0.3131,14.09,257.4,0.04834,0.999933,"Q8WVX3 Q8N5M9 Q6PI78 Q8WWP7 O60725 Q13113 Q96IK0 P26951 O14684 O15127"
239,8,0.3074,8.609,146.8,0.05021,0.999320,"Q8WVZ9 Q9H3M7 Q86WX3 Q8TEW6 Q86V97 P61081 Q9UHF5 Q5T2D3"
240,5,0.3162,3.162,12.25,0.1244,0.661948,"P02654 Q5TFQ8 Q99525 Q8WWC4 A6NMT0"
241,14,0.3020,27.48,284.4,0.08086,0.999815,"P61964 Q9UMN6 Q9UER7 Q9UBL3 Q9P0U4 O15047 Q8NFC6 O14686 Q9C005 Q96IK1 P33778 Q9Y5Z7 Q15291 Q9UPS6"
242,3,0.4753,1.426,17.12,0.05811,0.985452,"P78368 Q9HCP0 Q8TCI5"
243,6,0.3150,4.725,111.8,0.03676,0.977336,"P62195 P07197 P07196 P0DPB3 P51449 P08729"
244,7,0.3033,6.369,170.8,0.03331,0.996355,"Q9UL40 O75290 P62979 Q6AW86 Q9NQZ5 Q8NCK3 P11245"
245,6,0.3006,4.509,110.0,0.03564,0.995880,"P62328 Q9Y2V7 Q8TAS1 Q8IY63 Q12774 Q16527"
246,4,0.3048,1.829,20.85,0.05962,0.992931,"Q9NSA3 Q96BR1 P26232 O00142"
247,29,0.3015,122.4,858.2,0.1178,1.00000,"P08574 Q9Y6C9 P62820 Q9UM00 P22695 Q00325 P24539 P05023 Q9NZJ7 O75964 Q53GQ0 O43678 O14949 O96008 P45880 Q9Y277 O95169 P23786 Q9NS69 A1L0T0 P21912 P28331 O00217 Q9Y6M9 O75489 Q9H0U4 P49821 P05026 P31040"
248,5,0.3308,3.308,90.94,0.03173,0.981643,"Q8TAU3 Q9UC07 P17081 Q03923 Q86X51"
249,9,0.3087,11.11,217.5,0.04507,0.999794,"Q13625 Q92567 Q96CS7 Q7Z6J0 Q96DC9 P0CG48 Q8N3F0 Q5VVQ6 Q96QH2"
250,8,0.3039,8.510,219.9,0.03482,0.998619,"P19397 P78382 Q5VZY2 Q8IX05 Q96JF0 O43653 O00258 Q8N8F7"
251,4,0.3745,2.247,20.01,0.07426,0.984809,"P00738 P00739 Q9HAB8 Q9NPH5"
252,4,0.3418,2.051,15.64,0.07982,0.557725,"Q9NZ94 P36897 Q5TAG4 Q5TI25"
253,4,0.3575,2.145,86.77,0.02214,0.992931,"Q8IZ57 Q9NYM9 Q6UXM1 Q9ULT6"
254,16,0.3014,36.17,351.7,0.08614,0.999897,"Q8WV44 Q5T619 Q8TF50 Q9Y2P0 Q96EG3 Q6ZNH5 P52744 Q96BR9 Q9H707 Q3KQV3 Q6P1L6 Q96C55 Q9NSD4 Q8WTR7 P58317 Q9HBT8"
255,10,0.3106,13.98,147.8,0.07689,0.395668,"P36873 P62136 Q02833 Q96S65 Q15834 O14990 Q9H175 Q9UPR0 Q9GZN8 Q6PJW8"
256,5,0.3012,3.012,91.83,0.02873,0.993907,"Q13509 Q7Z5A4 O75636 P00751 P20718"
257,13,0.2759,21.52,146.6,0.1109,0.998267,"P11177 P51692 P42229 P09622 Q15119 Q15120 O00330 Q9UBN7 Q9H0K6 Q02218 P10515 P36957 P82909"
258,7,0.3196,6.711,174.6,0.03436,0.999299,"Q6IBW4 Q9BX63 Q9NP73 Q9BVV6 Q96A61 Q86XI2 Q8NEV8"
259,21,0.3256,68.38,282.3,0.1741,0.997383,"Q9NQT4 Q15024 Q9Y3B2 Q01780 Q15061 Q96B26 Q9NPD3 Q9H8H0 Q6NZY4 Q99547 Q9Y580 Q9Y2L1 Q8TF46 Q13901 Q06265 Q13868 Q8IWA0 Q9NQT5 Q8TED0 Q5RKV6 Q9UMY1"
260,6,0.3209,4.814,125.8,0.03376,0.967224,"O95817 Q96RU7 Q9NRJ4 A6NFD8 Q8NEA6 Q05215"
261,32,0.3018,149.7,841.7,0.1418,0.998594,"Q8IYL3 P52926 Q9Y5B9 Q08945 Q9BQ69 P62805 P84243 Q01831 P49916 O75367 P17096 P41208 Q12798 P0C0S8 Q96A08 Q8N257 P06746 P04908 Q6FI13 Q16777 P16104 P49736 P05114 Q6ZRQ5 Q3T8J9 Q9P0M6 Q8IW19 Q5TEC6 Q9NUW8 Q96HA7 Q9UGN5 Q2M2E5"
262,5,0.3132,3.132,100.4,0.02759,0.996692,"Q8TAE8 Q5JTD7 Q8N1D5 Q9H3L0 Q9BT73"
263,5,0.3272,3.272,96.04,0.02993,0.996692,"Q9NX04 Q9UBX0 P62328 O15535 Q8TAS1"
264,6,0.3040,4.559,117.4,0.03405,0.851023,"Q9BRX8 Q9BXP5 O60235 Q96FQ6 Q9Y6N5 P40394"
265,9,0.3034,10.92,199.1,0.04790,0.999794,"Q49A88 Q96MT8 Q12934 Q96NL6 Q6UVJ0 Q8IYD8 Q2M2Z5 A1L190 Q5T9S5"
266,10,0.3064,13.79,103.5,0.1004,0.929842,"Q2M389 Q9Y3C0 Q9Y4E1 Q641Q2 Q12768 Q9UM21 Q9NQA3 C4AMC7 Q8N7B1 A8MWX3"
